Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
35.9,98846803774,3320,29773133.7,29727561.0,28825443,38799155,505647.7,PushPop,:cloud_and_wan_wait_decode
5.3,14487693912,3320,4363763.2,4346678.0,4150525,8966847,137748.9,PushPop,:enterprise_back_decode
3.1,8485420158,3320,2555849.4,2554030.0,2408596,4023070,72629.5,PushPop,:enterprise_front_decode
2.5,7021272592,20,351063629.6,195383695.5,54073217,955726799,361751332.1,PushPop,:cloud_and_wan_wait_prefill
0.8,2270369175,20,113518458.8,50982597.0,10375684,343038599,132091180.3,PushPop,:wan_upload_prefill
0.7,1945492434,1,1945492434.0,1945492434.0,1945492434,1945492434,0.0,PushPop,:batch=3e78d3200b5b4f40a3e195464792ad21 phase=prefill requests=baabce1b18024e189120c512bc680496
0.7,1927840843,1,1927840843.0,1927840843.0,1927840843,1927840843,0.0,PushPop,:batch=485de98ec90746888f9b0aed79d4275d phase=prefill requests=7aa4ba8d31af45f58706a52eb0ad3328
0.7,1926776327,1,1926776327.0,1926776327.0,1926776327,1926776327,0.0,PushPop,:batch=88f5346e4b8e44e78ff0473005e918a0 phase=prefill requests=046f00cf0a7d4816a65a9b0acad7230b
0.7,1924856739,1,1924856739.0,1924856739.0,1924856739,1924856739,0.0,PushPop,:batch=d7f9855db4ea48f1a4af9d6222fdb9ac phase=prefill requests=46ac3b484ea545d181b2d3e8af73623f
0.7,1890765802,1,1890765802.0,1890765802.0,1890765802,1890765802,0.0,PushPop,:batch=fe1b353e5e3248719bfbe07e8fd172af phase=prefill requests=aaa729f093b64e2aaeeda0c4bda76f3d
0.6,1755830601,20,87791530.0,41836731.5,10262181,253443696,91619363.8,PushPop,:wan_download_prefill
0.3,881323868,20,44066193.4,22992431.5,7306978,124296092,47164059.9,PushPop,:enterprise_back_prefill
0.3,703430425,20,35171521.3,19115129.0,4733142,100350907,36730465.0,PushPop,:enterprise_front_prefill
0.2,582068445,3340,174272.0,155959.0,140763,6509918,261576.1,PushPop,:enterprise_receive
0.1,387039420,1,387039420.0,387039420.0,387039420,387039420,0.0,PushPop,:batch=5a2176705e6d4f18a42746290737f93c phase=prefill requests=8de7c5b04b184d1cbc3645195ef60a7d
0.1,378248002,1,378248002.0,378248002.0,378248002,378248002,0.0,PushPop,:batch=bb7fc784ca1c4c1b837be0ff9ae0b8d5 phase=prefill requests=399c9677f6e44195897e25ec5ce1daa1
0.1,376186060,1,376186060.0,376186060.0,376186060,376186060,0.0,PushPop,:batch=2da78fcd54684dec9886fc5db809bb1e phase=prefill requests=c47f16e66de94d7ebc64adfc42386324
0.1,359348648,1,359348648.0,359348648.0,359348648,359348648,0.0,PushPop,:batch=459d7b3600f54d63b4360ef57ca78263 phase=prefill requests=4a33c149f9b84d849224830b7920cf8d
0.1,352573445,1,352573445.0,352573445.0,352573445,352573445,0.0,PushPop,:batch=9e6063d83ba944e0bc7cc4d83284849b phase=prefill requests=3255e14c8cb54f1cbdd701ebd201f7b8
0.1,352206031,1,352206031.0,352206031.0,352206031,352206031,0.0,PushPop,:batch=2e267e1c923c45ddab9465ea0c6084ee phase=prefill requests=422bf3769b9f45beb57c62f13989c6e8
0.1,344783629,1,344783629.0,344783629.0,344783629,344783629,0.0,PushPop,:batch=1931ae798dc94798b6917ed61f293696 phase=prefill requests=a8d52d0acece4573abce53495dc615f9
0.1,344699832,1,344699832.0,344699832.0,344699832,344699832,0.0,PushPop,:batch=47e920373526488eb918f63ec3d3e34f phase=prefill requests=bffdbdea72654f78bfa6ca4ccea58aeb
0.1,336532932,1,336532932.0,336532932.0,336532932,336532932,0.0,PushPop,:batch=2057d9317a5e46a7bc2119574476e9eb phase=prefill requests=83bc7c63016b44a7bb730cbd52015427
0.1,332829794,1,332829794.0,332829794.0,332829794,332829794,0.0,PushPop,:batch=ec00300638fc4e9296a0422619dd66f5 phase=prefill requests=4911471bf69b4a0c8fcb7df27f4e64dd
0.1,274333423,1,274333423.0,274333423.0,274333423,274333423,0.0,PushPop,:batch=ef4a80850d784ebc872f024b92ab6844 phase=prefill requests=1cf8552479e145fd966a17841209a06f
0.1,142277438,3320,42854.7,32582.0,27837,17589484,336985.5,PushPop,:wan_download_decode
0.0,118265421,3320,35622.1,35523.5,30070,351222,7049.0,PushPop,:wan_upload_decode
0.0,96347779,1,96347779.0,96347779.0,96347779,96347779,0.0,PushPop,:batch=cfc24d0e2f7b40f0ab94377c7f1606ac phase=prefill requests=e4484b0df96d49f3a31426c909f9076d
0.0,95031557,1,95031557.0,95031557.0,95031557,95031557,0.0,PushPop,:batch=be914c10f4fc460c912e5a9aa679df16 phase=prefill requests=3e2830bc65ab4913904d6e72090a4fe3
0.0,94743896,1,94743896.0,94743896.0,94743896,94743896,0.0,PushPop,:batch=090db30e043743a08fce56afbad124ba phase=prefill requests=deac75ab269243019c9fd4ac2ecfc203
0.0,94485456,1,94485456.0,94485456.0,94485456,94485456,0.0,PushPop,:batch=f94501c6251d46cabfc3e740d36a2989 phase=prefill requests=bb52284fe1f1457c8a63320a61ffabbf
0.0,55917204,1,55917204.0,55917204.0,55917204,55917204,0.0,PushPop,":batch=57315c3b33b44fb7b85377ee759a6bf1 phase=decode requests=7aa4ba8d31af45f58706a52eb0ad3328,baabce1b18024e189120c512bc680496,046f00cf0a7d4816a65a9b0acad7230b,46ac3b484ea545d181b2d3e8af73623f"
0.0,47907181,1,47907181.0,47907181.0,47907181,47907181,0.0,PushPop,":batch=822bfb8588cb402587fa7c4a3627d215 phase=decode requests=7aa4ba8d31af45f58706a52eb0ad3328,baabce1b18024e189120c512bc680496,046f00cf0a7d4816a65a9b0acad7230b,46ac3b484ea545d181b2d3e8af73623f"
0.0,45171636,1,45171636.0,45171636.0,45171636,45171636,0.0,PushPop,":batch=482b1c7fbe1448fd89b1fc62d7cdc9b6 phase=decode requests=399c9677f6e44195897e25ec5ce1daa1,422bf3769b9f45beb57c62f13989c6e8,3255e14c8cb54f1cbdd701ebd201f7b8,a8d52d0acece4573abce53495dc615f9"
0.0,44698323,1,44698323.0,44698323.0,44698323,44698323,0.0,PushPop,":batch=a028b9ddc2f94506ac0b21eaee323c00 phase=decode requests=7aa4ba8d31af45f58706a52eb0ad3328,baabce1b18024e189120c512bc680496,046f00cf0a7d4816a65a9b0acad7230b,46ac3b484ea545d181b2d3e8af73623f"
